Date,Product_ID,SKU_No,Required_Qty,Available_Stock,Station,Status
19-09-2018,M001,SK0027,82,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
19-09-2018,M001,SK0028,82,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
19-09-2018,M001,SK0029,164,85,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
19-09-2018,M001,SK0030,164,135,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
20-09-2018,M001,SK0010,82,54,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
20-09-2018,M001,SK0013,82,23,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
20-09-2018,M001,SK0014,245,68,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
20-09-2018,M001,SK0015,82,23,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
20-09-2018,M001,SK0016,82,23,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
20-09-2018,M001,SK0018,82,54,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
20-09-2018,M001,SK0020,82,43,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
20-09-2018,M001,SK0021,245,28,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
20-09-2018,M001,SK0023,82,43,Line 1 - Station 3,WAIT_FOR_PROCUREMENT
20-09-2018,M001,SK0024,245,68,Line 1 - Station 3,WAIT_FOR_PROCUREMENT
20-09-2018,M001,SK0026,82,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
20-09-2018,M001,SK0027,82,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
20-09-2018,M001,SK0028,82,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
20-09-2018,M001,SK0029,163,85,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
20-09-2018,M001,SK0030,163,135,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
21-09-2018,M001,SK0010,78,54,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
21-09-2018,M001,SK0013,78,23,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
21-09-2018,M001,SK0014,235,68,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
21-09-2018,M001,SK0015,78,23,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
21-09-2018,M001,SK0016,78,23,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
21-09-2018,M001,SK0018,78,54,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
21-09-2018,M001,SK0020,78,43,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
21-09-2018,M001,SK0021,235,28,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
21-09-2018,M001,SK0023,78,43,Line 1 - Station 3,WAIT_FOR_PROCUREMENT
21-09-2018,M001,SK0024,235,68,Line 1 - Station 3,WAIT_FOR_PROCUREMENT
21-09-2018,M001,SK0026,78,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
21-09-2018,M001,SK0027,78,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
21-09-2018,M001,SK0028,78,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
21-09-2018,M001,SK0029,157,85,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
21-09-2018,M001,SK0030,157,135,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
22-09-2018,M001,SK0010,82,54,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
22-09-2018,M001,SK0013,82,23,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
22-09-2018,M001,SK0014,246,68,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
22-09-2018,M001,SK0015,82,23,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
22-09-2018,M001,SK0016,82,23,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
22-09-2018,M001,SK0018,82,54,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
22-09-2018,M001,SK0020,82,43,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
22-09-2018,M001,SK0021,246,28,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
22-09-2018,M001,SK0023,82,43,Line 1 - Station 3,WAIT_FOR_PROCUREMENT
22-09-2018,M001,SK0024,246,68,Line 1 - Station 3,WAIT_FOR_PROCUREMENT
22-09-2018,M001,SK0026,82,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
22-09-2018,M001,SK0027,82,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
22-09-2018,M001,SK0028,82,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
22-09-2018,M001,SK0029,164,85,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
22-09-2018,M001,SK0030,164,135,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
23-09-2018,M001,SK0010,78,54,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
23-09-2018,M001,SK0013,78,23,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
23-09-2018,M001,SK0014,234,68,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
23-09-2018,M001,SK0015,78,23,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
23-09-2018,M001,SK0016,78,23,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
23-09-2018,M001,SK0018,78,54,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
23-09-2018,M001,SK0020,78,43,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
23-09-2018,M001,SK0021,234,28,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
23-09-2018,M001,SK0023,78,43,Line 1 - Station 3,WAIT_FOR_PROCUREMENT
23-09-2018,M001,SK0024,234,68,Line 1 - Station 3,WAIT_FOR_PROCUREMENT
23-09-2018,M001,SK0026,78,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
23-09-2018,M001,SK0027,78,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
23-09-2018,M001,SK0028,78,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
23-09-2018,M001,SK0029,156,85,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
23-09-2018,M001,SK0030,156,135,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
24-09-2018,M001,SK0010,80,54,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
24-09-2018,M001,SK0013,80,23,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
24-09-2018,M001,SK0014,241,68,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
24-09-2018,M001,SK0015,80,23,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
24-09-2018,M001,SK0016,80,23,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
24-09-2018,M001,SK0018,80,54,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
24-09-2018,M001,SK0020,80,43,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
24-09-2018,M001,SK0021,241,28,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
24-09-2018,M001,SK0023,80,43,Line 1 - Station 3,WAIT_FOR_PROCUREMENT
24-09-2018,M001,SK0024,241,68,Line 1 - Station 3,WAIT_FOR_PROCUREMENT
24-09-2018,M001,SK0026,80,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
24-09-2018,M001,SK0027,80,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
24-09-2018,M001,SK0028,80,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
24-09-2018,M001,SK0029,160,85,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
24-09-2018,M001,SK0030,160,135,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
25-09-2018,M001,SK0010,80,54,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
25-09-2018,M001,SK0013,80,23,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
25-09-2018,M001,SK0014,240,68,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
25-09-2018,M001,SK0015,80,23,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
25-09-2018,M001,SK0016,80,23,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
25-09-2018,M001,SK0018,80,54,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
25-09-2018,M001,SK0020,80,43,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
25-09-2018,M001,SK0021,240,28,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
25-09-2018,M001,SK0023,80,43,Line 1 - Station 3,WAIT_FOR_PROCUREMENT
25-09-2018,M001,SK0024,240,68,Line 1 - Station 3,WAIT_FOR_PROCUREMENT
25-09-2018,M001,SK0026,80,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
25-09-2018,M001,SK0027,80,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
25-09-2018,M001,SK0028,80,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
25-09-2018,M001,SK0029,160,85,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
25-09-2018,M001,SK0030,160,135,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
26-09-2018,M001,SK0010,81,54,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
26-09-2018,M001,SK0013,81,23,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
26-09-2018,M001,SK0014,243,68,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
26-09-2018,M001,SK0015,81,23,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
26-09-2018,M001,SK0016,81,23,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
26-09-2018,M001,SK0018,81,54,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
26-09-2018,M001,SK0020,81,43,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
26-09-2018,M001,SK0021,243,28,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
26-09-2018,M001,SK0023,81,43,Line 1 - Station 3,WAIT_FOR_PROCUREMENT
26-09-2018,M001,SK0024,243,68,Line 1 - Station 3,WAIT_FOR_PROCUREMENT
26-09-2018,M001,SK0026,81,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
26-09-2018,M001,SK0027,81,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
26-09-2018,M001,SK0028,81,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
26-09-2018,M001,SK0029,162,85,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
26-09-2018,M001,SK0030,162,135,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
27-09-2018,M001,SK0010,80,54,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
27-09-2018,M001,SK0013,80,23,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
27-09-2018,M001,SK0014,240,68,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
27-09-2018,M001,SK0015,80,23,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
27-09-2018,M001,SK0016,80,23,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
27-09-2018,M001,SK0018,80,54,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
27-09-2018,M001,SK0020,80,43,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
27-09-2018,M001,SK0021,240,28,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
27-09-2018,M001,SK0023,80,43,Line 1 - Station 3,WAIT_FOR_PROCUREMENT
27-09-2018,M001,SK0024,240,68,Line 1 - Station 3,WAIT_FOR_PROCUREMENT
27-09-2018,M001,SK0026,80,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
27-09-2018,M001,SK0027,80,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
27-09-2018,M001,SK0028,80,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
27-09-2018,M001,SK0029,160,85,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
27-09-2018,M001,SK0030,160,135,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
28-09-2018,M001,SK0010,76,54,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
28-09-2018,M001,SK0013,76,23,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
28-09-2018,M001,SK0014,229,68,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
28-09-2018,M001,SK0015,76,23,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
28-09-2018,M001,SK0016,76,23,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
28-09-2018,M001,SK0018,76,54,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
28-09-2018,M001,SK0020,76,43,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
28-09-2018,M001,SK0021,229,28,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
28-09-2018,M001,SK0023,76,43,Line 1 - Station 3,WAIT_FOR_PROCUREMENT
28-09-2018,M001,SK0024,229,68,Line 1 - Station 3,WAIT_FOR_PROCUREMENT
28-09-2018,M001,SK0026,76,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
28-09-2018,M001,SK0027,76,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
28-09-2018,M001,SK0028,76,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
28-09-2018,M001,SK0029,153,85,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
28-09-2018,M001,SK0030,153,135,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
29-09-2018,M001,SK0010,80,54,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
29-09-2018,M001,SK0013,80,23,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
29-09-2018,M001,SK0014,240,68,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
29-09-2018,M001,SK0015,80,23,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
29-09-2018,M001,SK0016,80,23,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
29-09-2018,M001,SK0018,80,54,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
29-09-2018,M001,SK0020,80,43,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
29-09-2018,M001,SK0021,240,28,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
29-09-2018,M001,SK0023,80,43,Line 1 - Station 3,WAIT_FOR_PROCUREMENT
29-09-2018,M001,SK0024,240,68,Line 1 - Station 3,WAIT_FOR_PROCUREMENT
29-09-2018,M001,SK0026,80,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
29-09-2018,M001,SK0027,80,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
29-09-2018,M001,SK0028,80,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
29-09-2018,M001,SK0029,160,85,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
29-09-2018,M001,SK0030,160,135,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
30-09-2018,M001,SK0010,76,54,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
30-09-2018,M001,SK0013,76,23,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
30-09-2018,M001,SK0014,227,68,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
30-09-2018,M001,SK0015,76,23,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
30-09-2018,M001,SK0016,76,23,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
30-09-2018,M001,SK0018,76,54,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
30-09-2018,M001,SK0020,76,43,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
30-09-2018,M001,SK0021,227,28,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
30-09-2018,M001,SK0023,76,43,Line 1 - Station 3,WAIT_FOR_PROCUREMENT
30-09-2018,M001,SK0024,227,68,Line 1 - Station 3,WAIT_FOR_PROCUREMENT
30-09-2018,M001,SK0026,76,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
30-09-2018,M001,SK0027,76,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
30-09-2018,M001,SK0028,76,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
30-09-2018,M001,SK0029,151,85,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
30-09-2018,M001,SK0030,151,135,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
01-10-2018,M001,SK0010,78,54,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
01-10-2018,M001,SK0013,78,23,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
01-10-2018,M001,SK0014,233,68,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
01-10-2018,M001,SK0015,78,23,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
01-10-2018,M001,SK0016,78,23,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
01-10-2018,M001,SK0018,78,54,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
01-10-2018,M001,SK0020,78,43,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
01-10-2018,M001,SK0021,233,28,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
01-10-2018,M001,SK0023,78,43,Line 1 - Station 3,WAIT_FOR_PROCUREMENT
01-10-2018,M001,SK0024,233,68,Line 1 - Station 3,WAIT_FOR_PROCUREMENT
01-10-2018,M001,SK0026,78,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
01-10-2018,M001,SK0027,78,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
01-10-2018,M001,SK0028,78,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
01-10-2018,M001,SK0029,155,85,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
01-10-2018,M001,SK0030,155,135,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
02-10-2018,M001,SK0010,77,54,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
02-10-2018,M001,SK0013,77,23,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
02-10-2018,M001,SK0014,231,68,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
02-10-2018,M001,SK0015,77,23,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
02-10-2018,M001,SK0016,77,23,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
02-10-2018,M001,SK0018,77,54,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
02-10-2018,M001,SK0020,77,43,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
02-10-2018,M001,SK0021,231,28,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
02-10-2018,M001,SK0023,77,43,Line 1 - Station 3,WAIT_FOR_PROCUREMENT
02-10-2018,M001,SK0024,231,68,Line 1 - Station 3,WAIT_FOR_PROCUREMENT
02-10-2018,M001,SK0026,77,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
02-10-2018,M001,SK0027,77,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
02-10-2018,M001,SK0028,77,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
02-10-2018,M001,SK0029,154,85,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
02-10-2018,M001,SK0030,154,135,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
03-10-2018,M001,SK0010,78,54,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
03-10-2018,M001,SK0013,78,23,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
03-10-2018,M001,SK0014,233,68,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
03-10-2018,M001,SK0015,78,23,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
03-10-2018,M001,SK0016,78,23,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
03-10-2018,M001,SK0018,78,54,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
03-10-2018,M001,SK0020,78,43,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
03-10-2018,M001,SK0021,233,28,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
03-10-2018,M001,SK0023,78,43,Line 1 - Station 3,WAIT_FOR_PROCUREMENT
03-10-2018,M001,SK0024,233,68,Line 1 - Station 3,WAIT_FOR_PROCUREMENT
03-10-2018,M001,SK0026,78,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
03-10-2018,M001,SK0027,78,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
03-10-2018,M001,SK0028,78,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
03-10-2018,M001,SK0029,156,85,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
03-10-2018,M001,SK0030,156,135,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
04-10-2018,M001,SK0010,77,54,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
04-10-2018,M001,SK0013,77,23,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
04-10-2018,M001,SK0014,230,68,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
04-10-2018,M001,SK0015,77,23,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
04-10-2018,M001,SK0016,77,23,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
04-10-2018,M001,SK0018,77,54,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
04-10-2018,M001,SK0020,77,43,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
04-10-2018,M001,SK0021,230,28,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
04-10-2018,M001,SK0023,77,43,Line 1 - Station 3,WAIT_FOR_PROCUREMENT
04-10-2018,M001,SK0024,230,68,Line 1 - Station 3,WAIT_FOR_PROCUREMENT
04-10-2018,M001,SK0026,77,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
04-10-2018,M001,SK0027,77,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
04-10-2018,M001,SK0028,77,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
04-10-2018,M001,SK0029,153,85,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
04-10-2018,M001,SK0030,153,135,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
05-10-2018,M001,SK0010,73,54,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
05-10-2018,M001,SK0013,73,23,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
05-10-2018,M001,SK0014,220,68,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
05-10-2018,M001,SK0015,73,23,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
05-10-2018,M001,SK0016,73,23,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
05-10-2018,M001,SK0018,73,54,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
05-10-2018,M001,SK0020,73,43,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
05-10-2018,M001,SK0021,220,28,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
05-10-2018,M001,SK0023,73,43,Line 1 - Station 3,WAIT_FOR_PROCUREMENT
05-10-2018,M001,SK0024,220,68,Line 1 - Station 3,WAIT_FOR_PROCUREMENT
05-10-2018,M001,SK0026,73,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
05-10-2018,M001,SK0027,73,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
05-10-2018,M001,SK0028,73,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
05-10-2018,M001,SK0029,147,85,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
05-10-2018,M001,SK0030,147,135,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
06-10-2018,M001,SK0010,77,54,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
06-10-2018,M001,SK0013,77,23,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
06-10-2018,M001,SK0014,230,68,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
06-10-2018,M001,SK0015,77,23,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
06-10-2018,M001,SK0016,77,23,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
06-10-2018,M001,SK0018,77,54,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
06-10-2018,M001,SK0020,77,43,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
06-10-2018,M001,SK0021,230,28,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
06-10-2018,M001,SK0023,77,43,Line 1 - Station 3,WAIT_FOR_PROCUREMENT
06-10-2018,M001,SK0024,230,68,Line 1 - Station 3,WAIT_FOR_PROCUREMENT
06-10-2018,M001,SK0026,77,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
06-10-2018,M001,SK0027,77,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
06-10-2018,M001,SK0028,77,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
06-10-2018,M001,SK0029,153,85,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
06-10-2018,M001,SK0030,153,135,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
07-10-2018,M001,SK0010,72,54,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
07-10-2018,M001,SK0013,72,23,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
07-10-2018,M001,SK0014,217,68,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
07-10-2018,M001,SK0015,72,23,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
07-10-2018,M001,SK0016,72,23,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
07-10-2018,M001,SK0018,72,54,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
07-10-2018,M001,SK0020,72,43,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
07-10-2018,M001,SK0021,217,28,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
07-10-2018,M001,SK0023,72,43,Line 1 - Station 3,WAIT_FOR_PROCUREMENT
07-10-2018,M001,SK0024,217,68,Line 1 - Station 3,WAIT_FOR_PROCUREMENT
07-10-2018,M001,SK0026,72,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
07-10-2018,M001,SK0027,72,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
07-10-2018,M001,SK0028,72,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
07-10-2018,M001,SK0029,145,85,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
07-10-2018,M001,SK0030,145,135,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
08-10-2018,M001,SK0010,74,54,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
08-10-2018,M001,SK0013,74,23,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
08-10-2018,M001,SK0014,223,68,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
08-10-2018,M001,SK0015,74,23,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
08-10-2018,M001,SK0016,74,23,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
08-10-2018,M001,SK0018,74,54,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
08-10-2018,M001,SK0020,74,43,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
08-10-2018,M001,SK0021,223,28,Line 1 - Station 2,WAIT_FOR_PROCUREMENT
08-10-2018,M001,SK0023,74,43,Line 1 - Station 3,WAIT_FOR_PROCUREMENT
08-10-2018,M001,SK0024,223,68,Line 1 - Station 3,WAIT_FOR_PROCUREMENT
08-10-2018,M001,SK0026,74,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
08-10-2018,M001,SK0027,74,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
08-10-2018,M001,SK0028,74,23,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
08-10-2018,M001,SK0029,149,85,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
08-10-2018,M001,SK0030,149,135,Line 2 - Station 1,WAIT_FOR_PROCUREMENT
09-10-2018,M001,SK0010,74,54,Line 1 - Station 1,WAIT_FOR_PROCUREMENT
